Breach Submission Date,Attack Type
2014-08-06,Loss
2014-07-31,Theft
2014-07-31,Hacking/IT Incident
2014-07-30,Theft
2014-07-30,Theft
2014-07-29,Unauthorized Access/Disclosure
2014-07-28,Unauthorized Access/Disclosure
2014-07-25,Improper Disposal
2014-07-25,Theft
2014-07-23,Unauthorized Access/Disclosure
2014-07-23,Unauthorized Access/Disclosure
2014-07-18,Unauthorized Access/Disclosure
2014-07-17,Unauthorized Access/Disclosure
2014-07-16,Theft
2014-07-16,Theft
2014-07-15,Loss
2014-07-12,Theft
2014-07-11,Other
2014-07-09,Unauthorized Access/Disclosure
2014-07-08,Theft
2014-07-08,Theft
2014-07-07,Hacking
2014-07-07,Hacking/IT Incident
2014-07-04,Unauthorized Access/Disclosure
2014-06-27,Theft
2014-06-26,Theft
2014-06-25,Unauthorized Access/Disclosure
2014-06-24,Unauthorized Access/Disclosure
2014-06-24,Theft
2014-06-24,Theft
2014-06-23,Theft
2014-06-20,Theft
2014-06-20,Theft
2014-06-20,Unauthorized Access/Disclosure
2014-06-19,Unauthorized Access/Disclosure
2014-06-19,Unauthorized Access/Disclosure
2014-06-16,Unauthorized Access/Disclosure
2014-06-13,Unauthorized Access/Disclosure
2014-06-13,Theft
2014-06-12,Hacking/IT Incident
2014-06-11,Theft
2014-06-09,Unauthorized Access/Disclosure
2014-06-06,Theft
2014-06-06,Unauthorized Access/Disclosure
2014-06-06,Theft
2014-06-05,Unauthorized Access/Disclosure
2014-06-05,Unauthorized Access/Disclosure
2014-05-30,Theft
2014-05-29,Unauthorized Access/Disclosure
2014-05-28,Unauthorized Access/Disclosure
2014-05-23,Unauthorized Access/Disclosure
2014-05-23,Theft
2014-05-22,Theft
2014-05-21,Theft
2014-05-19,Unauthorized Access/Disclosure
2014-05-19,Unauthorized Access/Disclosure
2014-05-18,Unauthorized Access/Disclosure
2014-05-10,Theft
2014-05-10,Unauthorized Access/Disclosure
2014-05-09,Unauthorized Access/Disclosure
2014-05-06,Other
2014-05-06,Improper Disposal
2014-05-05,Unauthorized Access/Disclosure
2014-04-30,Theft
2014-04-29,Unauthorized Access/Disclosure
2014-04-29,Loss
2014-04-25,Theft
2014-04-25,Unauthorized Access/Disclosure
2014-04-25,Hacking/IT Incident
2014-04-25,Hacking/IT Incident
2014-04-25,Hacking/IT Incident
2014-04-25,Hacking/IT Incident
2014-04-25,Hacking/IT Incident
2014-04-24,Hacking/IT Incident
2014-04-24,Unauthorized Access/Disclosure
2014-04-24,Unauthorized Access/Disclosure
2014-04-24,Theft
2014-04-23,Unauthorized Access/Disclosure
2014-04-22,Phishing
2014-04-18,Theft
2014-04-18,Unauthorized Access/Disclosure
2014-04-18,Loss
2014-04-17,Unauthorized Access/Disclosure
2014-04-17,Unauthorized Access/Disclosure
2014-04-16,Theft
2014-04-15,Theft
2014-04-15,Theft
2014-04-15,Unauthorized Access/Disclosure
2014-04-14,Loss
2014-04-14,Unauthorized Access/Disclosure
2014-04-11,Unauthorized Access/Disclosure
2014-04-10,Theft
2014-04-09,Loss
2014-04-09,Loss
2014-04-09,Unauthorized Access/Disclosure
2014-04-04,Other
2014-04-03,Theft
2014-04-03,Theft
2014-04-02,Theft
2014-04-02,Malware
2014-04-01,Unauthorized Access/Disclosure
2014-03-31,Hacking/IT Incident
2014-03-31,Unauthorized Access/Disclosure
2014-03-31,Unauthorized Access/Disclosure
2014-03-29,Unauthorized Access/Disclosure
2014-03-28,Theft
2014-03-28,Phishing
2014-03-28,Phishing
2014-03-27,Unauthorized Access/Disclosure
2014-03-27,"Loss, Other"
2014-03-25,Theft
2014-03-24,Loss
2014-03-24,Loss
2014-03-24,Theft
2014-03-21,Theft
2014-03-21,Unauthorized Access/Disclosure
2014-03-21,Unauthorized Access/Disclosure
2014-03-21,Unauthorized Access/Disclosure
2014-03-21,Unauthorized Access/Disclosure
2014-03-20,Other
2014-03-18,Unauthorized Access/Disclosure
2014-03-17,"Improper Disposal, Loss"
2014-03-16,Theft
2014-03-14,Malware
2014-03-14,Other
2014-03-13,Theft
2014-03-13,Unauthorized Access/Disclosure
2014-03-12,Theft
2014-03-12,Theft
2014-03-10,Other
2014-03-10,Hacking/IT Incident
2014-03-07,Hacking/IT Incident
2014-03-05,Other
2014-03-05,Hacking/IT Incident
2014-03-04,Improper Disposal
2014-02-28,Other
2014-02-27,Theft
2014-02-26,Theft
2014-02-26,Other
2014-02-26,Unauthorized Access/Disclosure
2014-02-26,Theft
2014-02-25,Unauthorized Access/Disclosure
2014-02-25,Unauthorized Access/Disclosure
2014-02-21,Theft
2014-02-21,Unauthorized Access/Disclosure
2014-02-21,Unauthorized Access/Disclosure
2014-02-21,Unauthorized Access/Disclosure
2014-02-18,Theft
2014-02-14,Phishing
2014-02-14,Theft
2014-02-13,Unauthorized Access/Disclosure
2014-02-12,Loss
2014-02-12,Malware
2014-02-11,Unauthorized Access/Disclosure
2014-02-10,Theft
2014-02-07,Theft
2014-02-07,Theft
2014-02-05,Theft
2014-02-05,Hacking/IT Incident
2014-01-31,Other
2014-01-31,Loss
2014-01-31,Loss
2014-01-30,Loss
2014-01-27,Unauthorized Access/Disclosure
2014-01-24,Other
2014-01-24,Unauthorized Access/Disclosure
2014-01-24,Theft
2014-01-24,Theft
2014-01-23,Loss
2014-01-22,Theft
2014-01-21,Theft
2014-01-21,Unauthorized Access/Disclosure
2014-01-16,Theft
2014-01-16,Unauthorized Access/Disclosure
2014-01-16,Theft
2014-01-16,Unauthorized Access/Disclosure
2014-01-15,Theft
2014-01-15,Malware
2014-01-13,Malware
2014-01-13,Unknown
2014-01-13,Theft
2014-01-13,Unauthorized Access/Disclosure
2014-01-11,Other
2014-01-10,Theft
2014-01-10,Hacking/IT Incident
2014-01-08,Theft
2014-01-07,Theft
2014-01-07,Unauthorized Access/Disclosure
2014-01-06,Unauthorized Access/Disclosure
2014-01-06,Other
2014-01-03,Theft
2014-01-03,Loss
2014-01-03,Theft
2014-01-02,Unauthorized Access/Disclosure
2014-01-02,Theft
