uniqser,Date,RansomWare,Malware,DoS,Hacking,Impersonation,Phishing,UnauthorisedAccess,UnauthorisedAccessExternal,Other,UnauthorisedAccessTudents,MiTM,AccountTakeOver
1311,2017-01-01 00:00:00,,,,,,,,,,,,
1312,2017-01-01 00:00:00,,,,,,,,,,,,
1313,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1314,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,Any other types of cyber security breaches or attacks,,,
1315,2017-01-01 00:00:00,,,,,,,,,,,,
1316,2017-01-01 00:00:00,,,,,,,,,,,,
1317,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1318,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1319,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1320,2017-01-01 00:00:00,,,,,,,,,,,,
1321,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1322,2017-01-01 00:00:00,,,,,,,,,,,,
1323,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1324,2017-01-01 00:00:00,,,,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1325,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1326,2017-01-01 00:00:00,,,,,,,,,,,,
1327,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1328,2017-01-01 00:00:00,,,,,,,,,,,,
1329,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1330,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1331,2017-01-01 00:00:00,,,,,,,,,,,,
1332,2017-01-01 00:00:00,,,,,,,,,,,,
1333,2017-01-01 00:00:00,,,,,,,,,,,,
1334,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1335,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1336,2017-01-01 00:00:00,,,,,,,,,,,,
1337,2017-01-01 00:00:00,,,,,,,,,,,,
1338,2017-01-01 00:00:00,,,,,,,,,,,,
1339,2017-01-01 00:00:00,,,,,,,,,,,,
1340,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1341,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1342,2017-01-01 00:00:00,,,,,,,,,,,,
1343,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1344,2017-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
1345,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1346,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1347,2017-01-01 00:00:00,,,,,,,,,,,,
1348,2017-01-01 00:00:00,,,,,,,,,,,,
1349,2017-01-01 00:00:00,,,,,,,,,,,,
1350,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1351,2017-01-01 00:00:00,,,,,,,,,,,,
1352,2017-01-01 00:00:00,,,,,,,,,,,,
1353,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1354,2017-01-01 00:00:00,,,,,,,,,,,,
1355,2017-01-01 00:00:00,,,,,,,,,,,,
1356,2017-01-01 00:00:00,,,,,,,,,,,,
1357,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1358,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1359,2017-01-01 00:00:00,,,,,,,,,,,,
1360,2017-01-01 00:00:00,,,,,,,,,,,,
1361,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1362,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1363,2017-01-01 00:00:00,,,,,,,,,,,,
1364,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1365,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,,,,,
1366,2017-01-01 00:00:00,,,,,,,,,,,,
1367,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1368,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1369,2017-01-01 00:00:00,,,,,,,,,,,,
1370,2017-01-01 00:00:00,,,,,,,,,,,,
1371,2017-01-01 00:00:00,,,,,,,,,,,,
1372,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1373,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,,,,,
1374,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1375,2017-01-01 00:00:00,,,,,,,,,,,,
1376,2017-01-01 00:00:00,,,,,,,,,,,,
1377,2017-01-01 00:00:00,,,,,,,,,,,,
1378,2017-01-01 00:00:00,,,,,,,,,,,,
1379,2017-01-01 00:00:00,,,,,,,,,,,,
1380,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,,,,,
1381,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1382,2017-01-01 00:00:00,,,,,,,,,,,,
1383,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1384,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1385,2017-01-01 00:00:00,,,,,,,,,,,,
1386,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1387,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1388,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1389,2017-01-01 00:00:00,,,,,,,,,,,,
1390,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
1391,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1392,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1393,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1394,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1395,2017-01-01 00:00:00,,,,,,,,,,,,
1396,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1397,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1398,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1399,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1400,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1401,2017-01-01 00:00:00,,,,,,,,,,,,
1402,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1403,2017-01-01 00:00:00,,,,,,,,,,,,
1404,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1405,2017-01-01 00:00:00,,,,,,,,,,,,
1406,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1407,2017-01-01 00:00:00,,,,,,,,,,,,
1408,2017-01-01 00:00:00,,,,,,,,,,,,
1409,2017-01-01 00:00:00,,,,,,,,,,,,
1410,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1411,2017-01-01 00:00:00,,,,,,,,,,,,
1412,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,,,,,,,
1413,2017-01-01 00:00:00,,,,,,,,,,,,
1414,2017-01-01 00:00:00,,,,,,,,,,,,
1415,2017-01-01 00:00:00,,,,,,,,,,,,
1416,2017-01-01 00:00:00,,,,,,,,,Any other types of cyber security breaches or attacks,,,
1417,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,,,,,
1418,2017-01-01 00:00:00,,,,,,,,,,,,
1419,2017-01-01 00:00:00,,,,,,,,,,,,
1420,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1421,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1422,2017-01-01 00:00:00,,,,,,,,,,,,
1423,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1424,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1425,2017-01-01 00:00:00,,,,,,,,,,,,
1426,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1427,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1428,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1429,2017-01-01 00:00:00,,,,,,,,,,,,
1430,2017-01-01 00:00:00,,,,,,,,,,,,
1431,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1432,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1433,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1434,2017-01-01 00:00:00,,,,,,,,,,,,
1435,2017-01-01 00:00:00,,,,,,,,,,,,
1436,2017-01-01 00:00:00,,,,,,,,,,,,
1437,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1438,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1439,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1440,2017-01-01 00:00:00,,,,,,,,,,,,
1441,2017-01-01 00:00:00,,,,,,,,,,,,
1442,2017-01-01 00:00:00,,,,,,,,,,,,
1443,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1444,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1445,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1446,2017-01-01 00:00:00,,,,,,,,,,,,
1447,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1448,2017-01-01 00:00:00,,,,,,,,,,,,
1449,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1450,2017-01-01 00:00:00,,,,,,,,,,,,
1451,2017-01-01 00:00:00,Computers becoming infected with ransomware,,Denial of service attacks,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1452,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
1453,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1454,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1455,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1456,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1457,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1458,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1459,2017-01-01 00:00:00,,,,,,,,,,,,
1460,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1461,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1462,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1463,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1464,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
1465,2017-01-01 00:00:00,,,,,,,,,,,,
1466,2017-01-01 00:00:00,,,,,,,,,,,,
1467,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1468,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1469,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1470,2017-01-01 00:00:00,,,,,,,,,,,,
1471,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1472,2017-01-01 00:00:00,,,,,,,,,,,,
1473,2017-01-01 00:00:00,,,,,,,,,,,,
1474,2017-01-01 00:00:00,,,,,,,,,,,,
1475,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1476,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1477,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1478,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1479,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1480,2017-01-01 00:00:00,,,,,,,,,,,,
1481,2017-01-01 00:00:00,,,,,,,,,,,,
1482,2017-01-01 00:00:00,,,,,,,,,Any other types of cyber security breaches or attacks,,,
1483,2017-01-01 00:00:00,,,,,,,,,,,,
1484,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1485,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1486,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1487,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1488,2017-01-01 00:00:00,,,,,,,,,,,,
1489,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,,,,,
1490,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1491,2017-01-01 00:00:00,,,,,,,,,,,,
1492,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1493,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,,,,,,,
1494,2017-01-01 00:00:00,,,,,,,,,,,,
1495,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1496,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
